employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc_word,iq,gtq,tiki,mbti_enfj,mbti_enfp,mbti_entj,mbti_entp,mbti_esfj,mbti_esfp,mbti_estj,mbti_estp,mbti_infj,mbti_infp,mbti_intj,mbti_intp,mbti_isfj,mbti_isfp,mbti_istj,mbti_istp,disc_cd,disc_ci,disc_cs,disc_dc,disc_di,disc_ds,disc_ic,disc_id,disc_is,disc_sc,disc_sd,disc_si,papi_a,papi_b,papi_c,papi_d,papi_e,papi_f,papi_g,papi_i,papi_k,papi_l,papi_n,papi_o,papi_p,papi_r,papi_s,papi_t,papi_v,papi_w,papi_x,papi_z,str_responsibility,str_restorative,str_belief,str_deliberative,str_input,str_connectedness,str_analytical,str_activator,str_empathy,str_adaptability,str_individualization,str_harmony,str_strategic,str_includer,str_significance,str_discipline,str_arranger,str_competition,str_maximizer,str_futuristic,str_achiever,str_command,str_woo,str_intellection,str_learner,str_focus,str_ideation,str_relator,str_self_assurance,str_communication,str_developer,str_context,str_consistency,str_positivity,rating_2021,rating_2022,rating_2023,rating_2024,rating_2025,cex_2021,cex_2022,cex_2023,cex_2024,cex_2025,csi_2021,csi_2022,csi_2023,csi_2024,csi_2025,ftc_2021,ftc_2022,ftc_2023,ftc_2024,ftc_2025,gdr_2021,gdr_2022,gdr_2023,gdr_2024,gdr_2025,ids_2021,ids_2022,ids_2023,ids_2024,ids_2025,lie_2021,lie_2022,lie_2023,lie_2024,lie_2025,qdd_2021,qdd_2022,qdd_2023,qdd_2024,qdd_2025,sea_2021,sea_2022,sea_2023,sea_2024,sea_2025,sto_2021,sto_2022,sto_2023,sto_2024,sto_2025,vcu_2021,vcu_2022,vcu_2023,vcu_2024,vcu_2025
EMP100555,Rani Anugrah Ridwan,236227,4,4,6,5,2,1,1,1,5,2,89,68,Influencer-Steadiness,99.0,25.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,9.0,1.0,6.0,4.0,9.0,1.0,8.0,2.0,6.0,4.0,8.0,8.0,8.0,0,0,2,0,0,0,0,0,0,0,12,13,0,4,9,0,0,5,0,7,11,1,0,14,6,0,8,0,0,0,0,0,0,3,,4.0,,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0
EMP100556,Hadi Rohman,110531,3,1,2,5,5,2,1,3,4,61,81,37,Conscientious-Dominant,107.0,30.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,7.0,7.0,5.0,5.0,9.0,8.0,7.0,7.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,7.0,4.0,9.0,0,0,14,0,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,12,0,0,0,10,1,4,6,11,8,0,0,13,2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0
EMP100557,Rizka Subekti,442226,2,1,1,6,4,2,2,2,1,59,71,49,Conscientious-Dominant,102.0,28.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,9.0,3.0,8.0,8.0,4.0,3.0,7.0,2.0,2.0,9.0,1.0,4.0,8.0,7.0,1.0,4.0,4.0,5.0,1.0,3,4,0,7,11,2,0,10,0,0,9,0,0,6,0,0,0,13,0,0,5,0,14,0,0,0,0,0,0,0,1,12,0,0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0
EMP100558,Joko Kurniawan,881556,3,1,6,2,2,2,1,4,4,79,36,20,Conscientious-Steadiness,109.0,29.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,8.0,9.0,5.0,8.0,3.0,1.0,7.0,7.0,5.0,5.0,7.0,2.0,3.0,0,6,0,0,9,2,0,7,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,14,0,5,10,1,0,8,0,4,0,2.0,3.0,5.0,5.0,,3.0,2.0,5.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,1.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,1.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,1.0
EMP100559,Ayunda Anggara,293095,3,2,6,6,5,3,2,4,2,26,79,88,Conscientious-Influencer,133.0,22.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,2.0,4.0,2.0,8.0,9.0,9.0,5.0,8.0,3.0,5.0,1.0,9.0,4.0,1.0,3.0,8.0,7.0,7.0,5.0,0,0,0,2,4,1,11,0,0,8,10,0,0,5,6,0,0,3,0,0,0,0,0,0,7,0,9,12,0,0,14,0,0,0,3.0,3.0,4.0,3.0,,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0
EMP100560,Adit Zulfikar Hidayat,473938,3,4,1,6,4,2,2,1,2,63,46,55,Influencer-Conscientious,137.0,16.0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,8.0,6.0,6.0,8.0,7.0,1.0,2.0,4.0,7.0,1.0,3.0,5.0,3.0,3.0,6.0,3.0,6.0,5.0,5.0,0,13,0,11,0,0,0,0,0,4,5,0,0,0,6,9,0,0,0,8,0,0,0,0,0,10,3,14,0,1,2,12,0,0,2.0,1.0,,4.0,,2.0,2.0,4.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,1.0,4.0,5.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0
EMP100561,Valdo Santoso,689781,3,4,6,5,3,1,1,1,3,0,68,92,Steadiness-Conscientious,82.0,29.0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1.0,1.0,9.0,3.0,9.0,9.0,5.0,5.0,6.0,9.0,7.0,4.0,8.0,5.0,3.0,4.0,7.0,2.0,9.0,2,0,0,0,0,0,0,13,0,4,0,0,0,5,0,0,9,0,12,0,0,0,0,10,0,3,8,0,0,7,11,0,0,1,,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0
EMP100562,Utami Suharto,666114,1,2,1,6,4,3,1,4,4,24,67,42,Dominant-Conscientious,89.0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,3.0,2.0,6.0,1.0,3.0,2.0,8.0,1.0,5.0,6.0,9.0,6.0,7.0,5.0,6.0,2.0,4.0,6.0,6.0,0,5,0,0,0,4,2,11,0,0,0,12,8,0,13,0,0,14,1,0,10,6,0,7,0,0,0,0,0,9,0,0,0,0,5.0,3.0,2.0,,3.0,4.0,2.0,1.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0
EMP100563,Dinda Maulida,347632,3,2,2,3,5,2,2,2,4,9,42,70,Dominant-Conscientious,105.0,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,1.0,5.0,7.0,9.0,8.0,2.0,5.0,5.0,4.0,1.0,8.0,7.0,9.0,4.0,1.0,7.0,3.0,4.0,5.0,0,13,0,0,0,10,12,0,0,0,2,3,0,4,0,5,0,0,9,0,11,6,0,0,1,0,0,0,0,0,0,0,0,0,,4.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0
EMP100564,Maya Candra Lukman,394860,2,4,2,2,3,2,3,4,3,27,41,78,Influencer-Dominant,104.0,16.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,5.0,1.0,4.0,5.0,3.0,9.0,4.0,6.0,7.0,7.0,3.0,1.0,5.0,9.0,3.0,5.0,3.0,1.0,9.0,0,4,9,0,3,0,10,0,14,0,0,0,13,0,0,0,0,7,0,12,0,0,2,0,8,0,0,11,6,0,0,0,0,0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0
EMP100565,Anisa Pramudita Maulana,911583,2,1,3,5,3,2,3,1,2,28,41,85,Steadiness-Influencer,119.0,29.0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,7.0,1.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,6.0,5.0,8.0,6.0,5.0,2.0,9.0,3.0,2.0,9.0,0,0,0,0,0,0,13,0,0,0,14,0,0,4,8,10,0,0,0,0,5,0,7,9,0,0,0,0,2,0,6,3,0,0,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0
EMP100566,Rendra Setiawan,661335,1,1,6,4,2,3,2,1,4,95,63,53,Steadiness-Conscientious,109.0,27.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,4.0,6.0,4.0,5.0,5.0,1.0,8.0,5.0,6.0,5.0,7.0,3.0,5.0,6.0,6.0,9.0,9.0,7.0,5.0,13,1,0,12,0,8,0,14,6,9,11,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,5,7,4,0,0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,1.0,4.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0
EMP100567,Nurlita Ananda,391102,2,4,1,3,5,3,1,4,1,79,81,55,Conscientious-Dominant,87.0,22.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,3.0,4.0,9.0,2.0,8.0,9.0,1.0,7.0,5.0,1.0,8.0,7.0,3.0,5.0,5.0,3.0,5.0,3.0,14,0,0,4,0,0,0,0,6,0,0,0,5,12,0,0,3,0,0,0,0,9,0,7,8,0,10,2,0,11,0,13,0,1,4.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0
EMP100568,Hana Dharma Gunawan,151270,2,3,6,5,4,3,1,2,3,61,71,89,Steadiness-Influencer,96.0,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,4.0,4.0,9.0,6.0,6.0,9.0,2.0,1.0,8.0,8.0,5.0,5.0,8.0,9.0,7.0,2.0,2.0,9.0,0,0,0,8,1,9,6,0,0,5,4,0,0,2,0,0,0,0,0,13,0,3,0,0,0,11,0,0,0,7,12,14,0,10,3.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0
EMP100569,Zaki Anggara,401004,4,3,6,1,5,1,1,3,3,30,54,57,Influencer-Steadiness,85.0,34.0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0,9.0,8.0,5.0,7.0,4.0,1.0,6.0,5.0,7.0,6.0,1.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,8.0,7,5,0,0,12,0,0,3,0,0,0,0,10,0,13,0,6,0,0,11,0,9,0,2,0,0,1,14,0,8,0,0,4,0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0
EMP100570,Dewi Mahardika Purnama,529446,2,3,6,4,4,2,3,3,6,72,51,70,Influencer-Steadiness,109.0,27.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,2.0,2.0,9.0,8.0,8.0,5.0,5.0,8.0,1.0,4.0,5.0,4.0,4.0,5.0,8.0,4.0,1.0,5.0,6.0,0,14,0,2,0,0,0,3,13,0,0,0,0,11,12,9,1,0,0,0,5,6,0,7,10,8,0,0,0,0,0,0,0,0,2.0,,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0
EMP100571,Yuni Setiawan,809305,4,1,4,5,3,2,3,3,2,40,98,40,Dominant-Steadiness,139.0,39.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,9.0,3.0,5.0,9.0,3.0,7.0,5.0,1.0,9.0,9.0,5.0,7.0,8.0,2.0,7.0,5.0,5.0,4.0,1.0,0,0,0,9,1,0,13,0,0,0,0,0,0,8,0,0,6,0,0,11,0,0,0,10,0,0,0,2,0,12,0,0,0,4,,2.0,3.0,2.0,5.0,1.0,3.0,4.0,2.0,5.0,1.0,2.0,4.0,3.0,5.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,4.0
EMP100572,Rama Pradana,621816,3,1,2,1,5,1,2,1,3,53,60,65,Conscientious-Steadiness,135.0,18.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,3.0,5.0,8.0,2.0,7.0,6.0,6.0,5.0,8.0,8.0,8.0,9.0,6.0,5.0,6.0,5.0,6.0,4.0,2.0,0,1,12,0,0,10,3,0,0,2,5,0,0,11,0,0,0,0,0,4,14,0,6,0,0,8,0,0,0,0,0,0,13,0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,3.0,5.0,4.0,3.0,1.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0
EMP100573,Arif Pramudita Syahputra,979823,1,3,2,3,3,2,1,1,2,15,45,84,Steadiness-Dominant,135.0,22.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1.0,6.0,2.0,7.0,7.0,4.0,9.0,5.0,4.0,1.0,5.0,7.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0,14,0,0,0,13,0,8,0,0,6,0,2,4,0,0,0,0,0,0,0,0,12,0,3,1,0,5,11,0,9,0,7,10,0,,3.0,1.0,5.0,2.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0
EMP100574,Kartika Putra,698987,2,3,2,5,1,1,3,3,2,64,27,59,Influencer-Steadiness,116.0,33.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,7.0,9.0,7.0,1.0,4.0,1.0,5.0,6.0,1.0,4.0,9.0,6.0,4.0,3.0,2.0,6.0,5.0,1.0,5.0,0,0,5,0,0,10,4,0,0,0,0,0,12,9,0,0,0,6,0,0,0,1,7,0,3,11,2,0,14,0,13,0,8,0,3.0,2.0,2.0,3.0,,2.0,2.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0
EMP100575,Prasetyo Handayani,978825,3,3,4,6,5,2,2,2,6,10,68,81,Steadiness-Conscientious,108.0,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,9.0,2.0,1.0,8.0,1.0,3.0,5.0,4.0,6.0,6.0,1.0,4.0,2.0,8.0,6.0,5.0,3.0,2.0,12,1,9,0,0,0,0,0,0,6,0,0,14,0,0,0,0,5,0,11,13,0,0,10,0,2,4,0,0,7,0,0,0,8,,2.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0
EMP100576,Andi Wijaya Kusuma,344402,3,2,4,1,2,2,1,4,6,48,34,40,Dominant-Steadiness,99.0,37.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,7.0,3.0,8.0,8.0,4.0,6.0,5.0,3.0,7.0,9.0,6.0,7.0,9.0,3.0,3.0,4.0,4.0,4.0,4.0,0,0,0,3,2,0,0,12,0,0,6,7,0,0,9,0,0,0,10,0,0,14,0,0,5,11,8,0,0,0,4,13,0,1,3.0,3.0,,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0
EMP100577,Umar Anugrah Hidayat,169857,4,3,2,3,1,2,1,3,3,79,34,25,Steadiness-Dominant,109.0,30.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,2.0,9.0,5.0,1.0,8.0,4.0,9.0,6.0,1.0,9.0,6.0,2.0,7.0,6.0,5.0,7.0,4.0,2.0,8.0,4,8,0,0,6,0,5,0,0,0,9,13,0,0,0,2,1,11,0,0,0,12,14,0,0,3,0,10,0,0,0,0,7,0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0
EMP100578,Teguh Anggara,367278,4,1,5,1,4,2,1,1,2,72,72,63,Dominant-Conscientious,136.0,26.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,5.0,9.0,6.0,1.0,2.0,9.0,1.0,4.0,7.0,4.0,8.0,6.0,3.0,9.0,8.0,8.0,8.0,5.0,3.0,0,0,9,0,2,0,0,12,0,7,0,11,5,0,13,14,10,0,0,0,4,0,0,3,0,0,0,0,8,6,1,0,0,0,4.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,1.0,3.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,1.0,4.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,5.0,1.0,4.0
EMP100579,Yoga Sinaga,451139,3,1,6,3,1,1,2,3,1,55,43,48,Influencer-Dominant,130.0,29.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,4.0,8.0,8.0,7.0,2.0,8.0,1.0,8.0,2.0,5.0,4.0,5.0,2.0,8.0,3.0,5.0,9.0,2.0,4.0,0,0,0,0,0,5,0,0,6,10,0,4,0,0,0,0,14,7,1,11,0,2,8,3,0,0,0,13,0,0,0,12,9,0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0
EMP100580,Adi Lukman,469086,1,3,3,2,3,3,3,3,4,39,24,64,Steadiness-Dominant,97.0,37.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,8.0,9.0,9.0,9.0,5.0,1.0,2.0,9.0,8.0,7.0,4.0,2.0,5.0,8.0,9.0,5.0,1.0,7.0,2.0,0,3,9,1,5,12,0,0,0,0,0,0,0,0,6,0,0,10,0,0,14,4,11,0,0,0,2,0,13,0,0,7,0,8,3.0,4.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,1.0,3.0,4.0,5.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0
